Charge;N° Parc;N° Série;Réception;Référence;Désignation;Stock;Quart;Déposant;Lot;Date Création;Utilisateur;UL Contenue;Type réception;Type Edition;Tron Dest.;Tron.;Temps passé en atelier;Tournée;Stock Préc.;Statut;Site;Rot;Réparateur;Rendre Charge Dispo?;Réf Fourn.;Ref Client;Rebut ?;Réaffecter;Rng Dest;Rng;Qrt Dest;Qté UL contenu;Qté Rés;Qté à Regrouper;Qté Dispo;Prix Unit d'achat.;Profondeur;Prestation Atelier;Prél.;Pos Dest;Pos;Poids;Charge Org Vide?;Numéro du support;N° Recept;Numéro de facture;Nom technicien;Nom etiq Charge;Niv Dest;Niv;Multi Réf?;Mouvement;Charges assemblage;Maj Charge?;Lot de Fabrication;Lot Préc.;Ligne Rec;Adresse;Largeur;A Inventorier?;Init Prix d'achat.;H Creation;Hauteur;H Rebut;H Réaffect;Heure cloture atelier;Heure prise en main;Gtin;Flag Charge?;Famille Log;Famille;Etat Final;Etat;Emb_Pal;EAN13;Dotation;DLUO;Dernier invent.;Date Fab;Dern. Mvt;Date Dernier Prelvt;Date Dernier mvt;Condit;Type Ano;Commentaire Atelier;Code UM;UL;Charge Org;Charge Dest;Bat Dest;Bat;Al Dest;Allée;Affectation
"08279308";"";"ENOGEN22SB-CG-0035483";"00455967";"B00024220";"BORNE ENOVATES";"GOOD";"APP";"TETCSV";"102/0032";"27/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"01";"01";"REC";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"A";"A";"0,00 Kg";"Non";"";"03184368";"";"";"Etiq_Charge.xml";"0";"0";"Non";"-";"Oui";"Non";"";"";"2";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11787883";"";"12/01/2026";"";"-";"";"UNITE";"UNITE";"";"";"1";"1";"F";"A";"TETCSVGOOD"
"08306729";"";"ENOGEN22SB-CG-0035495";"00458103";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"104/0032";"15/12/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03195430";"";"";"Etiq_Charge.xml";"";"4";"Non";"-";"Oui";"Non";"";"";"2";"PAL G 15 4 C";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11737916";"";"19/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08452474";"";"ENOGEN22SB-CG-0035995";"00467856";"B00024097";"BORNE ENOVATES";"GOOD";"PAL";"TOTALTCS";"MASQUILIER SIMON RT";"24/03/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03250574";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"MASQUILIER SIMON RET";"2";"PAL G 13 0 B";"0,00 m";"Non";"0,00";"24/03/26 16:54:40";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATES";"Disponible";"Réservée";"";"";"Non";"";"";"";"12029670";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08286682";"";"ENOGEN22SB-CG-0035985";"00456481";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"044/0035";"01/12/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03187210";"";"";"Etiq_Charge.xml";"";"2";"Non";"-";"Oui";"Non";"";"";"3";"PAL G 15 2 C";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11680092";"";"02/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08263143";"";"ENOGEN22SB-CG-0035303";"00454832";"B00024097";"BORNE ENOVATES";"GOOD";"PAL";"TOTALTCS";"057/0032";"19/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"14";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03178064";"";"";"Etiq_Charge.xml";"";"3";"Non";"-";"Oui";"Non";"";"DUQUESNE ARNAUD";"29";"PAL G 14 3 C";"0,00 m";"Non";"0,00";"19/11/25 10:10:05";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATES";"Réservée";"Réservée";"";"";"Non";"";"";"";"12032356";"";"30/03/2026";"";"-";"PREP_02-03";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08250844";"";"ENOGEN22SB-CG-0034817";"00453734";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"039/0030";"07/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03172970";"";"";"Etiq_Charge.xml";"";"4";"Non";"-";"Oui";"Non";"";"";"56";"PAL G 15 4 B";"0,00 m";"Non";"0,00";"07/11/25 10:10:51";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11722317";"";"15/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08250898";"";"ENOGEN22SB-CG-0034706";"00453734";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"002/0030";"07/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03173035";"";"";"Etiq_Charge.xml";"";"4";"Non";"-";"Oui";"Non";"";"";"62";"PAL G 15 4 B";"0,00 m";"Non";"0,00";"07/11/25 10:40:40";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11722289";"";"15/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08250906";"";"ENOGEN22SB-CG-0034710";"00453734";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"004/0030";"07/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03173046";"";"";"Etiq_Charge.xml";"";"4";"Non";"-";"Oui";"Non";"";"";"63";"PAL G 15 4 B";"0,00 m";"Non";"0,00";"07/11/25 10:43:53";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11722291";"";"15/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08250991";"";"ENOGEN22SB-CG-0034712";"00453734";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"005/0030";"07/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03173149";"";"";"Etiq_Charge.xml";"";"4";"Non";"-";"Oui";"Non";"";"";"80";"PAL G 15 4 B";"0,00 m";"Non";"0,00";"07/11/25 11:53:23";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11722293";"";"15/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08263383";"";"ENOGEN22SB-CG-0035307";"00454832";"B00024220";"BORNE ENOVATES";"GOOD";"APP";"TETCSV";"058/0032";"19/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03178208";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"61";"APP A 01 0 A";"0,00 m";"Non";"0,00";"19/11/25 11:24:58";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"12060453";"";"07/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08263381";"";"ENOGEN22SB-CG-0035261";"00454832";"B00024220";"BORNE ENOVATES";"GOOD";"APP";"TETCSV";"021/0032";"19/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03178206";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"59";"APP A 01 0 A";"0,00 m";"Non";"0,00";"19/11/25 11:24:57";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"12060461";"";"07/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08250691";"";"ENOGEN22SB-CG-0034802";"00453734";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"024/0030";"06/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03172766";"";"";"Etiq_Charge.xml";"";"1";"Non";"-";"Oui";"Non";"";"";"14";"PAL G 15 1 C";"0,00 m";"Non";"0,00";"06/11/25 16:25:26";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Disponible";"Réservée";"";"";"Non";"";"";"";"11689847";"";"04/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08250955";"";"ENOGEN22SB-CG-0034726";"00453734";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"015/0030";"07/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03173094";"";"";"Etiq_Charge.xml";"";"4";"Non";"-";"Oui";"Non";"";"";"68";"PAL G 15 4 B";"0,00 m";"Non";"0,00";"07/11/25 11:10:34";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11722309";"";"15/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08250953";"";"ENOGEN22SB-CG-0034725";"00453734";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"016/0030";"07/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03173091";"";"";"Etiq_Charge.xml";"";"4";"Non";"-";"Oui";"Non";"";"";"69";"PAL G 15 4 B";"0,00 m";"Non";"0,00";"07/11/25 11:07:55";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11722311";"";"15/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08250967";"";"ENOGEN22SB-CG-0034801";"00453734";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"023/0030";"07/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03173115";"";"";"Etiq_Charge.xml";"";"4";"Non";"-";"Oui";"Non";"";"";"66";"PAL G 15 4 B";"0,00 m";"Non";"0,00";"07/11/25 11:20:42";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11722313";"";"15/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08250860";"";"ENOGEN22SB-CG-0034806";"00453734";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"028/0030";"07/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03172995";"";"";"Etiq_Charge.xml";"";"4";"Non";"-";"Oui";"Non";"";"";"61";"PAL G 15 4 B";"0,00 m";"Non";"0,00";"07/11/25 10:27:32";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11722315";"";"15/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08195919";"";"ENOGEN22SB-CG-0032612";"00449724";"B00024097";"BORNE ENOVATES";"GOOD";"PAL";"TOTALTCS";"032/0021 ATELIER";"10/10/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03153297";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"Livraison Sogerel";"032/0021";"1";"PAL H 13 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATES";"Réservée";"Réservée";"";"";"Non";"";"";"";"11532335";"";"13/10/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TOTALTCSGOOD"
"08306719";"";"ENOGEN22SB-CG-0035500";"00458103";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"108/0032";"15/12/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03195430";"";"";"Etiq_Charge.xml";"";"4";"Non";"-";"Oui";"Non";"";"";"2";"PAL G 15 4 C";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11737917";"";"19/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08285964";"";"ENOGEN22SB-CG-0035999";"00456481";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"009/0035";"01/12/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"01";"13";"APP";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"A";"A";"0,00 Kg";"Non";"";"03186972";"";"";"Etiq_Charge.xml";"0";"0";"Non";"-";"Oui";"Non";"";"007/0035";"1";"PAL G 13 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Disponible";"";"";"Non";"";"";"";"11947625";"";"27/02/2026";"";"-";"PREP_27-02";"UNITE";"UNITE";"";"";"1";"1";"A";"G";"TETCSVGOOD"
"08285959";"";"ENOGEN22SB-CG-0036001";"00456481";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"011/0035";"01/12/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"01";"13";"APP";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"A";"A";"0,00 Kg";"Non";"";"03186972";"";"";"Etiq_Charge.xml";"0";"0";"Non";"-";"Oui";"Non";"";"BECK LOIC";"1";"PAL G 13 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Disponible";"";"";"Non";"";"";"";"11947620";"";"27/02/2026";"";"-";"PREP_27-02";"UNITE";"UNITE";"";"";"1";"1";"A";"G";"TETCSVGOOD"
"08286280";"";"ENOGEN22SB-CG-0036021";"00456481";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"034/0035";"01/12/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"01";"13";"APP";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"A";"A";"0,00 Kg";"Non";"";"03187098";"";"";"Etiq_Charge.xml";"0";"0";"Non";"-";"Oui";"Non";"";"COLESSE CHRISTELLE";"1";"PAL G 13 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Disponible";"";"";"Non";"";"";"";"11947650";"";"27/02/2026";"";"-";"PREP_27-02";"UNITE";"UNITE";"";"";"1";"1";"A";"G";"TETCSVGOOD"
"08436309";"";"ENOGEN22SB-CG-0035291";"00467027";"B00024097";"BORNE ENOVATES";"GOOD";"PAL";"TOTALTCS";"BEELMEON SAMUEL JONA";"16/03/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03244611";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"6";"PAL G 15 0 C";"0,00 m";"Non";"0,00";"16/03/26 10:37:33";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATES";"Disponible";"Réservée";"";"";"Non";"";"";"";"11989825";"";"16/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08279120";"";"ENOGEN22SB-CG-0035532";"00455967";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"144/0032";"27/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03184212";"";"";"Etiq_Charge.xml";"";"3";"Non";"-";"Oui";"Non";"";"";"1";"PAL G 15 3 B";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11721619";"";"15/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08279121";"";"ENOGEN22SB-CG-0035229";"00455967";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"152/0032";"27/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03184212";"";"";"Etiq_Charge.xml";"";"3";"Non";"-";"Oui";"Non";"";"";"1";"PAL G 15 3 B";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11721620";"";"15/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08286674";"";"ENOGEN22SB-CG-0036018";"00456481";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"029/0035";"01/12/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03187210";"";"";"Etiq_Charge.xml";"";"2";"Non";"-";"Oui";"Non";"";"";"3";"PAL G 15 2 C";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11680123";"";"02/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08286675";"";"ENOGEN22SB-CG-0036016";"00456481";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"027/0035";"01/12/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03187210";"";"";"Etiq_Charge.xml";"";"2";"Non";"-";"Oui";"Non";"";"";"3";"PAL G 15 2 C";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11680124";"";"02/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08287103";"";"ENOGEN22SB-CG-0036017";"00456481";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"030/0035";"01/12/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03187258";"";"";"Etiq_Charge.xml";"";"2";"Non";"-";"Oui";"Non";"";"";"3";"PAL G 15 2 C";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11680128";"";"02/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08306728";"";"ENOGEN22SB-CG-0035505";"00458103";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"114/0032";"15/12/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03195430";"";"";"Etiq_Charge.xml";"";"4";"Non";"-";"Oui";"Non";"";"";"2";"PAL G 15 4 C";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11737918";"";"19/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08263145";"";"ENOGEN22SB-CG-0035290";"00454832";"B00024097";"BORNE ENOVATES";"GOOD";"PAL";"TOTALTCS";"040/0032";"19/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"14";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03178066";"";"";"Etiq_Charge.xml";"";"3";"Non";"-";"Oui";"Non";"";"TROCHERIE GERALD";"31";"PAL G 14 3 C";"0,00 m";"Non";"0,00";"19/11/25 10:10:06";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATES";"Réservée";"Réservée";"";"";"Non";"";"";"";"12032867";"";"30/03/2026";"";"-";"PREP_02-03";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08263080";"";"ENOGEN22SB-CG-0035252";"00454832";"B00024097";"BORNE ENOVATES";"GOOD";"PAL";"TOTALTCS";"016/0032";"19/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"14";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03178014";"";"";"Etiq_Charge.xml";"";"3";"Non";"-";"Oui";"Non";"";"JACQ ALINE";"17";"PAL G 14 3 C";"0,00 m";"Non";"0,00";"19/11/25 09:44:43";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATES";"Réservée";"Réservée";"";"";"Non";"";"";"";"12027930";"";"27/03/2026";"";"-";"PREP_02-03";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08287106";"";"ENOGEN22SB-CG-0036010";"00456481";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"021/0035";"01/12/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03187258";"";"";"Etiq_Charge.xml";"";"2";"Non";"-";"Oui";"Non";"";"";"3";"PAL G 15 2 C";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11680129";"";"02/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08286681";"";"ENOGEN22SB-CG-0035986";"00456481";"B00024220";"BORNE ENOVATES";"GOOD";"PAL";"TETCSV";"042/0035";"01/12/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"0A010T2S0031231";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03187210";"";"";"Etiq_Charge.xml";"";"2";"Non";"-";"Oui";"Non";"";"";"3";"PAL G 15 2 C";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"ENOVATS";"Réservée";"Réservée";"";"";"Non";"";"";"";"11680098";"";"02/12/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
